Age,Height,Weight,FCVC,NCP,CH2O,FAF,TUE,Gender,family_history_with_overweight,FAVC,CAEC,SMOKE,SCC,CALC,MTRANS,Cluster,Weight_Category
21,1.71,100.0,2,1,2,0.0,2.0,Male,yes,yes,Sometimes,no,no,no,Public_Transportation,2,Obese
27,1.72,88.0,2,1,2,0.0,0.0,Male,yes,yes,Sometimes,no,no,Sometimes,Public_Transportation,0,Overweight
17,1.8,68.0,2,3,1,2.0,1.0,Male,yes,yes,Sometimes,no,no,Sometimes,Public_Transportation,2,Normal
18,1.93,86.0,3,4,2,2.0,0.0,Male,yes,yes,Sometimes,no,no,Sometimes,Walking,2,Overweight
18,1.6,51.0,2,3,1,1.0,1.0,Male,yes,yes,Frequently,no,no,Sometimes,Public_Transportation,1,Normal
22,1.74,75.0,3,3,1,1.0,0.0,Male,yes,yes,Frequently,no,no,no,Public_Transportation,1,Overweight
20,1.62,45.0,3,3,1,1.0,0.0,Male,yes,yes,Frequently,no,no,Sometimes,Public_Transportation,1,Underweight
19,1.54,42.0,3,1,2,0.0,1.0,Male,yes,yes,Sometimes,no,no,no,Public_Transportation,1,Underweight
20,1.56,51.5,2,3,2,3.0,0.0,Male,yes,yes,Frequently,no,no,Sometimes,Public_Transportation,1,Normal
18,1.6,83.0,2,3,2,1.0,0.0,Male,yes,yes,Sometimes,no,yes,no,Public_Transportation,1,Overweight
18,1.54,71.0,3,4,2,1.0,1.0,Male,yes,yes,Frequently,no,no,no,Public_Transportation,1,Overweight
18,1.63,51.0,1,3,1,1.0,0.0,Male,yes,yes,Frequently,no,no,Sometimes,Public_Transportation,1,Normal
19,1.78,64.0,2,3,1,1.0,0.0,Male,yes,yes,Sometimes,no,no,no,Public_Transportation,1,Normal
18,1.62,68.0,2,1,1,0.0,2.0,Male,yes,yes,Sometimes,no,no,no,Public_Transportation,1,Normal
18,1.71,75.0,3,3,2,1.0,0.0,Male,yes,yes,Sometimes,no,no,no,Public_Transportation,2,Overweight
18,1.64,56.0,3,3,1,1.0,1.0,Male,yes,yes,Frequently,no,yes,no,Public_Transportation,1,Normal
19,1.69,65.0,2,3,1,1.0,1.0,Male,yes,yes,Frequently,no,no,Sometimes,Public_Transportation,1,Normal
17,1.58,50.0,1,4,2,1.0,2.0,Male,yes,yes,Frequently,no,no,Sometimes,Public_Transportation,1,Normal
18,1.57,50.0,2,3,1,0.0,1.0,Male,yes,yes,Sometimes,no,no,Sometimes,Public_Transportation,1,Normal
18,1.74,64.0,3,4,1,2.0,0.0,Male,yes,yes,Sometimes,no,yes,Sometimes,Public_Transportation,2,Normal
20,1.58,53.5,2,1,2,1.0,1.0,Male,yes,yes,Frequently,no,no,Sometimes,Public_Transportation,1,Normal
18,1.5,58.0,2,3,1,0.0,0.0,Male,yes,yes,Sometimes,no,no,no,Public_Transportation,1,Normal
36,1.65,80.0,2,3,1,0.0,2.0,Male,yes,yes,Sometimes,no,no,no,Public_Transportation,0,Overweight
21,1.8,73.0,1,3,2,3.0,1.0,Male,yes,yes,Sometimes,no,no,Sometimes,Public_Transportation,2,Overweight
23,1.75,75.0,2,3,2,1.0,0.0,Male,yes,yes,Sometimes,no,no,Frequently,Public_Transportation,2,Overweight
20,1.84,104.0,2,3,3,3.0,0.0,Male,yes,yes,Sometimes,no,no,no,Motorbike,2,Obese
21,1.88,84.0,3,3,3,2.0,1.0,Male,yes,yes,Sometimes,no,no,Sometimes,Walking,2,Overweight
19,1.56,50.0,2,1,1,0.0,2.0,Male,yes,yes,Sometimes,no,no,no,Public_Transportation,1,Normal
24,1.75,84.0,3,3,2,1.0,0.0,Male,yes,yes,no,no,yes,Sometimes,Public_Transportation,2,Overweight
25,1.66,68.0,2,3,1,1.0,1.0,Male,yes,yes,Sometimes,yes,no,Sometimes,Public_Transportation,1,Normal
21,1.7,86.0,3,3,1,0.0,0.0,Male,yes,yes,Frequently,no,no,no,Public_Transportation,1,Overweight
20,1.8,65.0,2,3,1,2.0,0.0,Male,yes,yes,Frequently,no,no,Sometimes,Motorbike,2,Normal
18,1.67,66.0,3,3,2,0.0,0.0,Male,yes,yes,Sometimes,no,no,Sometimes,Public_Transportation,1,Normal
19,1.8,60.0,3,1,1,0.0,0.0,Male,yes,yes,Sometimes,no,yes,no,Motorbike,1,Normal
20,1.56,45.0,2,3,2,1.0,1.0,Male,yes,yes,Sometimes,no,no,Sometimes,Public_Transportation,1,Underweight
21,1.52,42.0,3,1,1,0.0,0.0,Male,yes,yes,Frequently,no,no,Sometimes,Public_Transportation,1,Underweight
18,1.7,50.0,2,3,2,0.028202,1.0,Male,yes,yes,Sometimes,no,no,Sometimes,Public_Transportation,1,Normal
